person,571.69,328.504,586.186,367.567,0.749543
truck,257.026,273.974,455.877,402.835,0.749541
person,546.251,328.346,559.817,370.812,0.748053
backpack,177.863,360.169,226.856,418.394,0.743682
person,315.214,333.736,337.275,410.833,0.743516
person,236.18,326.683,266.193,406.147,0.729518
person,289.623,336.857,321.589,413.907,0.659203
bus,53.513,300.079,190.339,360.957,0.630565
person,77.566,325.376,97.557,374.847,0.601234
person,469.948,326.296,480.817,357.128,0.595684
person,189.693,330.416,211.972,370.451,0.590625
person,123.824,326.724,136.524,363.082,0.572355
person,584.311,327.227,597.9,366.301,0.562849
person,138.42,325.912,154.96,363.14,0.552453
person,535.809,328.865,548.198,368.315,0.531443
truck,518.979,251.693,640.0,478.182,0.525876
person,262.866,332.327,279.767,399.297,0.512333
person,213.995,331.53,238.375,397.51,0.48442
handbag,306.802,355.727,319.761,375.554,0.479693
truck,517.296,303.503,621.4,361.863,0.462492
person,139.969,341.859,208.329,479.441,0.457517
person,480.841,326.914,490.149,354.748,0.44463
person,446.104,324.059,453.123,344.192,0.42965
traffic light,88.466,199.715,106.024,224.759,0.378573
car,25.747,325.72,45.825,352.252,0.362644
person,21.094,362.66,38.659,478.019,0.361047
traffic light,296.572,255.983,308.518,275.416,0.360092
backpack,172.763,355.467,224.102,438.958,0.328492
person,155.192,341.111,226.638,460.123,0.311003
person,527.669,327.07,537.989,368.408,0.31035
handbag,305.344,347.849,320.896,378.03,0.288101
truck,53.858,300.086,190.08,360.695,0.285129
traffic light,299.883,259.749,310.385,275.198,0.275471
person,172.763,355.467,224.102,438.958,0.255399
person,177.681,326.465,192.316,348.796,0.232913
traffic light,52.718,200.468,77.116,225.16,0.232143
backpack,155.192,341.111,226.638,460.123,0.225921
motorcycle,101.735,420.387,169.032,480.0,0.214096
car,48.757,318.406,58.821,329.787,0.185915
traffic light,88.872,179.372,106.459,225.317,0.184657
person,508.804,332.293,520.056,351.018,0.181015
person,210.683,335.582,231.247,390.39,0.178174
person,519.068,328.382,529.321,351.328,0.157489
dog,256.514,376.163,274.171,405.586,0.154488
person,237.352,324.004,248.139,343.321,0.149496
person,515.353,329.904,533.527,357.463,0.144082
person,203.716,323.652,215.744,345.614,0.143473
dog,259.947,383.885,274.278,405.867,0.142898
truck,520.46,370.522,640.0,477.742,0.139822
handbag,307.141,361.207,319.565,377.231,0.135593
person,261.408,304.127,273.807,328.807,0.133614
traffic light,31.124,276.416,37.545,287.911,0.12907
person,438.619,323.526,445.953,343.372,0.125564
person,611.779,330.471,625.841,362.804,0.125458
traffic light,37.843,195.873,77.721,225.617,0.125093
traffic light,222.249,297.726,234.352,308.276,0.124523
traffic light,90.769,178.833,104.715,198.25,0.120844
traffic light,244.031,279.427,249.588,290.158,0.116198
backpack,211.032,336.168,229.871,388.248,0.115972
traffic light,223.94,271.635,236.084,296.645,0.110596
person,204.004,326.923,217.27,354.205,0.109645
backpack,139.896,329.533,152.539,355.187,0.106369
handbag,275.999,355.772,289.959,385.741,0.105856
bus,257.026,273.974,455.877,402.835,0.105323
person,23.686,340.546,41.931,477.434,0.096948
person,604.876,332.982,615.31,365.142,0.091951
person,226.346,326.605,240.561,357.511,0.08956
handbag,289.665,337.057,321.464,413.693,0.088505
person,176.236,328.121,190.388,345.946,0.088035
handbag,470.166,326.714,481.049,356.196,0.086929
truck,25.893,325.081,45.456,356.002,0.084015
person,264.526,332.678,288.769,395.83,0.081851
handbag,213.07,342.547,228.543,371.589,0.081309
handbag,307.521,341.766,321.613,374.81,0.073477
bus,473.776,319.9,499.928,337.839,0.071465
kite,634.317,185.415,640.0,192.377,0.069134
motorcycle,103.636,414.418,153.253,473.138,0.067977
backpack,213.07,342.547,228.543,371.589,0.066743
truck,473.776,319.9,499.928,337.839,0.063679
person,193.961,323.868,203.931,341.63,0.061504
handbag,139.896,329.533,152.539,355.187,0.060976
traffic light,61.014,301.832,69.701,312.361,0.06037
backpack,101.725,421.865,169.788,479.607,0.058053
car,25.483,326.586,45.106,366.102,0.057852
person,531.226,327.542,549.255,369.786,0.057673
person,139.497,328.918,152.633,356.266,0.05665
person,518.211,329.277,534.158,365.249,0.056401
person,50.726,317.477,61.754,342.691,0.055072
handbag,211.455,336.622,231.296,390.327,0.054711
handbag,79.122,326.754,98.365,372.427,0.05467
backpack,207.736,343.899,218.489,370.166,0.053216
traffic light,217.256,297.984,226.722,307.563,0.050679
person,226.77,324.671,240.81,343.956,0.050049
handbag,138.152,326.78,153.134,362.821,0.049041
traffic light,218.895,298.015,235.02,317.442,0.048631
traffic light,55.631,298.151,60.019,305.557,0.048519
person,54.014,321.135,60.518,344.358,0.048371
handbag,278.757,362.434,292.641,385.909,0.047363
bicycle,102.424,414.025,169.821,479.712,0.043629
