stop sign,114.37,222.505,154.154,309.424,0.8017
truck,52.775,352.801,177.522,410.94,0.708217
car,52.983,392.223,226.616,542.288,0.578738
clock,109.494,42.349,261.132,193.509,0.492137
person,469.258,363.482,478.428,386.961,0.240904
bench,432.434,395.612,457.123,428.469,0.204745
truck,52.516,353.842,125.425,392.37,0.093103
car,52.775,352.801,177.522,410.94,0.092204
clock,103.988,35.342,292.778,230.957,0.061338
bench,414.7,396.546,442.169,412.116,0.057828
bench,440.2,393.391,457.991,427.815,0.045902
stop sign,60.584,250.899,72.233,298.347,0.044072
car,52.877,353.871,124.922,392.264,0.041142
person,402.773,384.045,410.444,409.07,0.040925
person,401.835,384.079,414.435,408.32,0.040139
bench,430.998,388.516,457.812,422.973,0.031007
bench,433.53,383.971,449.597,405.007,0.029677
person,466.71,368.572,473.706,387.128,0.029227
bench,416.389,396.8,457.847,428.049,0.028114
truck,144.519,377.54,177.107,413.535,0.023197
bench,423.785,395.663,449.242,413.752,0.020033
person,463.762,363.513,470.533,385.991,0.019889
stop sign,115.415,225.112,135.947,297.906,0.01773
bird,390.33,449.366,397.883,455.297,0.016504
potted plant,432.842,385.308,450.519,402.403,0.014458
car,87.936,399.551,181.556,446.769,0.012814
person,408.236,384.933,415.734,407.7,0.012302
potted plant,435.694,383.042,449.772,397.354,0.011936
person,403.886,383.695,409.849,396.211,0.00971
car,144.519,377.54,177.107,413.535,0.009218
bench,411.946,397.711,426.928,410.242,0.008977
bench,306.091,396.756,320.577,429.884,0.007848
bench,444.555,387.886,459.473,403.552,0.007603
chair,432.434,395.612,457.123,428.469,0.007201
truck,50.891,341.038,179.694,428.127,0.006923
bench,413.645,399.515,444.411,421.302,0.006866
potted plant,164.748,337.47,181.484,360.614,0.006626
bench,414.684,390.372,441.721,405.825,0.006341
truck,52.444,392.448,227.202,542.609,0.006148
car,54.823,392.625,222.393,492.544,0.006006
bench,435.419,382.997,450.031,398.16,0.005847
person,465.673,368.077,476.159,387.511,0.005763
stop sign,61.701,263.068,71.966,302.128,0.005634
bench,429.438,387.287,448.472,403.916,0.005474
fire hydrant,408.409,385.093,415.656,407.535,0.005064
bench,409.081,385.241,439.979,409.207,0.004423
clock,147.01,48.817,250.068,186.97,0.004344
fire hydrant,401.835,384.079,414.435,408.32,0.004234
chair,440.2,393.391,457.991,427.815,0.003953
stop sign,57.379,249.825,74.15,302.003,0.003901
person,463.147,362.773,474.318,386.639,0.003399
bench,413.197,386.884,424.019,405.489,0.003209
bus,52.775,352.801,177.522,410.94,0.003183
bench,445.154,382.525,460.757,395.246,0.002939
person,408.646,384.232,415.112,397.317,0.002835
potted plant,306.091,396.756,320.577,429.884,0.002782
potted plant,445.278,382.689,460.656,394.837,0.002774
potted plant,167.678,245.557,181.737,262.93,0.002736
bench,441.302,385.54,460.688,404.103,0.002728
car,220.777,381.613,233.781,392.725,0.002708
parking meter,401.835,384.079,414.435,408.32,0.002679
car,78.643,395.295,159.852,447.317,0.002608
bench,318.48,404.488,344.447,424.955,0.002424
bench,453.149,385.761,462.244,394.098,0.002377
bench,407.872,394.591,418.845,409.826,0.002229
bench,410.8,390.061,442.476,426.346,0.0021
parking meter,113.719,221.872,154.218,310.729,0.002077
truck,110.838,355.221,188.975,416.551,0.002071
potted plant,443.138,375.942,458.917,387.435,0.002063
person,398.118,383.622,420.215,409.0,0.002017
chair,433.53,383.971,449.597,405.007,0.00196
person,405.64,384.538,417.415,408.107,0.001884
traffic light,446.048,359.981,454.986,372.266,0.001802
person,463.276,363.678,480.0,388.347,0.001802
backpack,469.309,363.529,478.498,386.978,0.00176
car,99.978,399.877,173.456,536.549,0.001711
stop sign,88.433,208.072,198.906,320.874,0.00171
parking meter,403.886,383.695,409.849,396.211,0.001663
stop sign,115.954,245.286,151.351,288.987,0.001646
person,433.53,383.971,449.597,405.007,0.001619
stop sign,55.128,278.009,68.864,295.183,0.001547
bench,460.016,383.111,474.61,389.55,0.001475
dining table,432.434,395.612,457.123,428.469,0.001456
person,401.46,382.989,410.871,397.214,0.00139
bench,402.068,390.827,419.473,411.674,0.001367
potted plant,130.867,514.381,178.151,588.906,0.001337
person,394.286,387.131,402.455,404.858,0.001336
parking meter,408.646,384.232,415.112,397.317,0.001316
bench,401.835,384.079,414.435,408.32,0.001282
traffic light,114.42,222.603,154.157,309.484,0.001273
fire hydrant,402.773,384.045,410.444,409.07,0.001266
parking meter,408.409,385.093,415.656,407.535,0.001248
chair,431.276,388.287,457.511,422.988,0.001237
potted plant,431.27,381.219,442.204,398.236,0.001141
bench,337.415,409.529,353.068,426.444,0.001123
chair,413.329,395.516,439.834,414.226,0.00112
car,310.446,372.539,319.773,384.726,0.001103
bench,372.286,395.086,397.834,411.77,0.001085
car,7.09,333.79,88.958,631.424,0.001062
truck,95.208,371.774,178.955,416.156,0.001027
car,336.535,382.073,348.616,392.705,0.001018
