cup,0.187,595.771,41.936,639.27,0.893602
remote,117.344,320.504,161.391,344.053,0.851762
handbag,343.105,469.987,409.73,540.879,0.842771
bottle,37.151,551.999,68.554,636.392,0.831828
cup,103.688,594.982,150.911,639.125,0.597008
person,0.0,263.184,202.249,608.025,0.586484
couch,311.857,267.945,478.172,569.445,0.550314
person,113.281,16.066,323.96,618.744,0.543458
person,291.192,265.522,404.369,529.599,0.504384
person,0.0,368.575,44.017,587.807,0.432117
potted plant,91.373,46.562,207.201,268.672,0.420381
person,394.706,289.866,479.385,593.738,0.229716
handbag,377.802,538.015,432.403,570.806,0.224234
couch,0.541,257.845,205.821,614.189,0.214778
couch,118.94,271.902,478.847,541.793,0.09787
couch,0.126,276.65,40.995,345.326,0.090124
cell phone,437.692,542.14,461.241,568.046,0.079026
cup,137.825,630.926,185.919,640.0,0.071385
couch,0.0,272.705,137.061,605.447,0.063476
clock,85.8,554.805,103.111,569.754,0.055942
bottle,0.0,537.174,24.213,606.044,0.051697
dining table,104.442,597.121,149.092,639.008,0.044297
person,0.0,286.683,45.092,607.7,0.044222
dining table,0.0,556.608,207.005,638.409,0.036511
person,398.359,383.784,480.0,588.61,0.035959
frisbee,304.405,327.063,362.38,397.543,0.035285
couch,125.0,48.195,326.721,640.0,0.027658
cup,37.305,551.151,68.28,636.177,0.027401
mouse,433.806,541.643,464.336,583.637,0.026854
bed,0.068,276.72,41.095,345.283,0.024158
chair,0.414,276.67,40.886,345.34,0.023999
remote,130.184,320.955,162.193,342.874,0.023323
potted plant,88.714,94.313,205.18,347.651,0.022063
couch,317.942,403.021,476.586,544.549,0.021746
cell phone,434.903,541.452,462.889,584.443,0.02043
dining table,37.305,551.151,68.28,636.177,0.019493
cup,82.235,580.483,168.459,639.636,0.019384
couch,393.625,271.283,479.913,579.676,0.018305
clock,89.125,554.015,104.932,568.478,0.017958
remote,303.362,326.723,359.857,396.636,0.017487
couch,290.097,266.163,404.24,539.126,0.017409
potted plant,121.028,34.515,209.493,231.3,0.017087
cell phone,462.37,577.809,480.0,601.955,0.016485
mouse,462.179,577.893,479.725,602.672,0.013612
mouse,437.194,542.577,463.078,566.465,0.013236
couch,55.415,259.192,413.034,626.103,0.013199
potted plant,90.054,70.576,194.859,436.628,0.011813
potted plant,89.121,100.155,192.327,268.034,0.01111
person,284.109,269.729,464.085,548.476,0.011107
dining table,82.235,580.483,168.459,639.636,0.009929
backpack,341.323,469.381,410.738,541.778,0.009682
backpack,373.465,537.84,431.481,569.391,0.009659
vase,303.362,326.723,359.857,396.636,0.009224
couch,0.0,336.048,478.601,620.062,0.008899
bottle,51.643,548.333,71.324,593.901,0.008831
cup,105.099,594.856,189.961,640.0,0.008545
bottle,0.0,541.13,28.02,623.948,0.008479
bowl,137.989,630.892,185.632,640.0,0.008327
wine glass,37.305,551.151,68.28,636.177,0.008224
cup,0.0,549.184,223.243,640.0,0.008079
potted plant,88.636,191.302,158.965,271.455,0.007843
couch,102.071,337.855,196.528,547.82,0.007193
dining table,7.587,590.623,200.232,638.517,0.006836
couch,108.174,97.796,448.237,601.751,0.006788
remote,116.138,323.356,151.897,343.091,0.006708
couch,0.465,277.24,40.487,314.525,0.006566
potted plant,124.481,24.477,207.838,169.308,0.006361
potted plant,88.731,129.513,181.55,334.863,0.006296
couch,0.0,357.537,183.835,616.556,0.006239
person,433.765,390.283,480.0,588.032,0.006152
bowl,0.054,596.285,43.544,640.0,0.006104
cell phone,377.802,538.015,432.403,570.806,0.005868
couch,113.469,344.297,193.228,486.672,0.005846
couch,116.751,342.791,187.416,439.016,0.00583
person,397.511,306.418,480.0,472.698,0.005777
couch,0.0,293.188,43.619,600.422,0.005724
person,394.25,334.141,480.0,516.148,0.005424
couch,67.472,321.207,227.394,564.457,0.005305
couch,0.0,274.632,41.957,443.166,0.005256
chair,0.0,262.719,206.468,608.323,0.005188
couch,1.229,353.945,91.2,603.635,0.005011
remote,377.802,538.015,432.403,570.806,0.004969
dining table,0.0,276.865,40.488,340.837,0.004683
remote,119.586,319.667,161.173,336.01,0.004663
clock,98.476,553.826,106.567,564.743,0.004513
bottle,27.968,547.432,74.436,634.155,0.004443
person,118.067,217.396,322.195,627.797,0.00441
potted plant,37.631,21.976,318.602,564.133,0.004385
