broccoli,38.808,235.201,165.412,295.109,0.527444
pizza,0.0,17.959,631.891,474.645,0.399251
knife,501.324,414.553,604.288,478.71,0.386341
broccoli,70.19,159.315,161.708,208.084,0.315692
broccoli,132.66,249.771,230.146,374.961,0.278153
broccoli,335.385,284.265,396.008,471.392,0.270715
dining table,20.385,17.739,640.0,473.23,0.163331
bowl,0.0,17.959,631.891,474.645,0.100761
broccoli,32.19,187.003,122.991,239.828,0.087192
pizza,335.438,284.938,395.678,470.859,0.074227
broccoli,55.325,12.877,640.0,477.555,0.063427
broccoli,436.115,194.052,566.959,335.43,0.056523
broccoli,165.346,58.527,215.37,109.196,0.043419
broccoli,487.494,140.428,614.367,232.263,0.037631
broccoli,165.385,50.705,269.569,117.919,0.035594
broccoli,454.204,239.389,566.613,353.871,0.034407
dining table,4.078,1.113,242.829,137.842,0.033946
broccoli,431.522,193.383,548.381,283.716,0.03187
broccoli,62.583,92.7,188.303,206.4,0.023435
broccoli,446.105,212.372,569.523,383.202,0.02011
pizza,89.029,205.14,478.808,474.325,0.019517
broccoli,332.399,188.934,388.454,272.848,0.017682
broccoli,153.523,277.003,290.074,389.071,0.016732
broccoli,155.397,120.658,244.747,238.521,0.015341
broccoli,202.077,251.075,307.247,422.633,0.015297
broccoli,461.33,254.017,567.254,333.529,0.014085
broccoli,162.238,108.559,239.707,186.749,0.013822
pizza,462.946,317.855,572.715,420.977,0.013436
broccoli,79.17,87.928,225.73,195.085,0.012593
broccoli,164.335,53.801,277.406,157.65,0.012375
broccoli,78.377,205.129,490.577,474.919,0.012191
pizza,332.708,279.213,512.827,475.913,0.01207
broccoli,382.419,191.044,581.818,418.402,0.012061
broccoli,140.613,237.811,298.314,380.471,0.012057
pizza,381.732,189.912,581.644,418.803,0.012004
pizza,444.899,259.434,577.761,422.428,0.011859
broccoli,177.9,232.005,335.526,442.468,0.011708
broccoli,382.668,221.448,462.869,309.575,0.011475
broccoli,292.819,226.806,371.318,296.805,0.011451
broccoli,162.458,74.212,237.416,149.17,0.010555
broccoli,423.351,131.398,606.509,235.009,0.01038
broccoli,162.793,55.41,237.532,114.505,0.009971
broccoli,209.277,227.679,305.754,375.663,0.009923
broccoli,578.246,231.098,614.838,260.784,0.009403
broccoli,164.689,47.311,344.262,174.617,0.00936
sandwich,0.0,17.959,631.891,474.645,0.009137
broccoli,404.854,226.673,487.344,381.304,0.009109
broccoli,200.971,50.647,296.495,111.787,0.009075
carrot,460.848,91.518,488.113,114.258,0.00855
broccoli,86.681,95.463,182.341,177.165,0.00855
broccoli,178.92,109.663,254.971,190.994,0.00831
broccoli,63.207,118.681,177.577,228.46,0.008067
broccoli,411.195,265.236,472.491,354.407,0.007762
broccoli,184.746,326.697,271.043,388.652,0.007704
broccoli,131.468,206.32,376.123,467.954,0.007616
broccoli,392.71,50.941,623.201,244.093,0.007173
knife,495.157,382.034,604.043,480.0,0.007142
pizza,454.152,259.062,638.359,422.489,0.006799
pizza,446.105,212.372,569.523,383.202,0.006776
broccoli,385.117,115.066,496.487,182.705,0.006603
broccoli,30.587,207.337,162.574,284.498,0.006557
broccoli,136.398,261.953,264.352,383.771,0.006543
broccoli,214.844,260.849,311.033,364.908,0.006491
pizza,131.468,206.32,376.123,467.954,0.006472
pizza,177.9,232.005,335.526,442.468,0.006449
broccoli,264.066,281.173,434.002,473.387,0.006427
broccoli,180.83,125.421,258.172,232.414,0.006152
broccoli,116.01,248.646,225.823,409.319,0.00609
broccoli,215.227,247.592,307.684,314.558,0.006057
pizza,401.033,191.265,571.282,343.497,0.005917
pizza,453.151,237.267,566.773,353.941,0.005853
broccoli,186.724,211.938,335.682,387.233,0.005695
broccoli,334.454,188.565,382.257,237.213,0.005512
broccoli,467.066,286.203,564.985,334.719,0.005509
pizza,13.611,139.71,554.578,460.607,0.005381
broccoli,513.029,146.404,622.244,250.446,0.005379
broccoli,179.049,123.832,241.653,180.253,0.005324
broccoli,241.477,45.991,338.043,115.949,0.005283
broccoli,335.628,279.467,513.43,476.275,0.005138
broccoli,170.538,43.91,334.29,128.824,0.005136
pizza,402.087,226.012,489.104,382.197,0.00508
broccoli,516.257,139.851,624.214,218.524,0.005013
broccoli,524.721,214.0,584.457,248.539,0.00496
broccoli,510.315,72.896,559.363,129.71,0.004917
pizza,202.077,251.075,307.247,422.633,0.004882
broccoli,418.405,91.0,489.575,119.703,0.004851
broccoli,461.591,141.897,616.544,254.815,0.004796
knife,478.241,337.649,608.513,479.246,0.004754
carrot,464.912,318.898,572.498,420.687,0.004684
broccoli,440.189,192.598,636.775,412.252,0.004612
broccoli,16.829,134.685,609.563,472.944,0.004564
broccoli,166.483,60.663,337.011,228.849,0.004484
carrot,261.175,40.149,294.916,71.487,0.004469
broccoli,80.629,101.263,162.123,165.799,0.004357
broccoli,214.091,209.765,309.878,315.762,0.004331
broccoli,208.419,335.708,261.298,386.584,0.004302
broccoli,98.945,85.42,211.422,153.878,0.004296
broccoli,293.94,149.869,526.293,379.098,0.004256
broccoli,337.911,192.123,501.271,414.657,0.004254
broccoli,270.634,46.872,354.687,109.895,0.004225
broccoli,304.211,279.564,471.208,475.986,0.004219
pizza,264.066,281.173,434.002,473.387,0.004216
broccoli,58.16,157.484,177.554,241.96,0.004205
pizza,27.103,236.448,217.847,433.925,0.004124
pizza,442.907,184.885,639.275,419.932,0.004109
cake,0.0,17.959,631.891,474.645,0.004046
pizza,132.102,249.194,232.178,375.816,0.004022
pizza,37.64,234.599,164.605,295.93,0.003902
broccoli,412.402,90.141,472.881,122.425,0.003884
broccoli,527.856,214.831,564.316,236.417,0.003697
broccoli,164.441,305.33,267.574,383.648,0.003693
broccoli,219.664,200.08,489.407,473.019,0.003666
broccoli,45.494,106.996,146.571,177.239,0.003636
broccoli,130.521,205.155,196.099,259.089,0.003587
broccoli,18.835,233.239,230.477,375.373,0.00356
broccoli,580.704,152.818,617.551,185.957,0.003553
dining table,51.25,2.293,640.0,105.495,0.003525
broccoli,35.667,180.23,163.684,246.406,0.003523
broccoli,185.208,36.982,394.588,130.537,0.003517
broccoli,85.603,86.496,172.078,141.436,0.003469
pizza,219.664,200.08,489.407,473.019,0.003452
oven,20.385,17.739,640.0,473.23,0.003347
pizza,145.612,264.418,295.899,399.285,0.003336
knife,515.128,412.01,640.0,478.561,0.003326
broccoli,210.761,312.629,283.373,404.005,0.003299
broccoli,298.483,281.386,396.157,473.129,0.003216
broccoli,139.532,210.735,195.124,249.066,0.003215
pizza,134.014,233.485,302.459,383.529,0.003189
broccoli,89.08,99.795,143.777,150.278,0.003115
broccoli,518.554,206.312,560.173,236.1,0.003076
broccoli,492.859,205.814,595.865,264.44,0.00303
dining table,0.421,393.937,72.169,478.886,0.002996
pizza,378.19,221.889,458.64,313.083,0.002956
broccoli,338.822,282.389,443.695,473.014,0.002932
broccoli,32.973,225.487,167.519,317.41,0.002925
dining table,371.309,0.0,640.0,144.287,0.002901
pizza,186.724,211.938,335.682,387.233,0.002886
pizza,391.295,236.783,503.795,429.553,0.002882
pizza,526.713,275.636,638.288,411.656,0.002849
carrot,222.42,50.267,254.243,69.998,0.002835
carrot,592.693,134.46,619.911,167.089,0.002824
broccoli,323.162,273.863,389.901,350.148,0.002811
broccoli,356.229,101.698,616.14,240.124,0.002793
pizza,141.747,186.179,621.898,480.0,0.002781
broccoli,438.328,192.463,596.639,269.961,0.002768
pizza,209.277,227.679,305.754,375.663,0.002713
broccoli,187.374,298.943,308.428,389.606,0.002682
broccoli,376.254,214.847,526.547,392.13,0.002681
dining table,507.713,414.178,627.725,478.996,0.002585
pizza,293.94,149.869,526.293,379.098,0.002564
broccoli,304.084,185.902,387.489,276.413,0.002534
broccoli,225.666,90.721,341.029,203.133,0.002525
broccoli,66.73,108.651,238.704,235.29,0.002469
broccoli,392.013,234.561,503.008,431.555,0.002389
pizza,376.254,214.847,526.547,392.13,0.002383
broccoli,31.469,169.149,140.541,239.417,0.002382
broccoli,291.5,225.898,373.719,328.799,0.00236
broccoli,116.484,176.106,203.42,252.379,0.002334
pizza,122.385,265.859,520.386,478.014,0.002331
broccoli,86.752,34.69,479.013,251.3,0.002324
broccoli,468.658,246.861,564.321,314.34,0.002278
broccoli,533.602,225.439,618.06,264.444,0.002271
spoon,501.39,414.443,604.284,478.681,0.002256
broccoli,64.609,158.348,200.507,210.159,0.002251
broccoli,176.179,120.268,320.897,213.501,0.002245
broccoli,502.415,210.811,574.45,244.31,0.002234
broccoli,28.091,237.451,217.335,433.561,0.002228
broccoli,411.258,86.55,485.837,135.179,0.002176
broccoli,554.312,145.481,617.121,186.16,0.002175
broccoli,151.1,71.874,300.633,221.307,0.002137
broccoli,57.361,62.494,198.423,170.106,0.002136
broccoli,128.154,65.007,440.99,228.918,0.002112
broccoli,15.533,122.529,232.207,356.079,0.002096
broccoli,517.981,105.724,622.202,165.781,0.002095
broccoli,372.776,77.151,523.323,219.696,0.002085
broccoli,24.812,183.903,153.648,275.318,0.002081
broccoli,131.697,82.912,252.537,208.585,0.002075
broccoli,321.508,46.21,433.18,125.204,0.002037
broccoli,378.414,196.797,568.143,356.07,0.002018
broccoli,511.276,136.59,620.177,196.423,0.002003
broccoli,44.601,148.985,196.008,261.351,0.002001
pizza,315.657,294.103,411.736,475.485,0.001983
pizza,337.911,192.123,501.271,414.657,0.001977
broccoli,158.569,30.022,464.381,139.907,0.001968
broccoli,386.265,220.423,459.937,281.013,0.001955
broccoli,392.905,111.211,504.025,227.366,0.001907
broccoli,198.264,200.109,241.993,239.539,0.001886
dining table,511.283,340.604,639.937,477.747,0.001884
broccoli,166.766,275.391,262.183,375.445,0.001871
broccoli,429.128,81.546,522.447,133.236,0.001845
fork,501.39,414.443,604.284,478.681,0.001817
broccoli,21.88,24.032,370.658,458.375,0.001811
broccoli,164.769,124.772,295.467,240.754,0.001807
broccoli,122.385,265.859,520.386,478.014,0.001803
broccoli,36.598,201.35,277.002,346.322,0.00179
broccoli,178.017,296.302,324.525,423.06,0.00178
broccoli,162.918,83.786,206.642,120.04,0.001779
broccoli,584.616,150.624,636.906,203.67,0.001778
broccoli,161.077,157.246,242.973,240.795,0.001764
broccoli,330.329,187.94,392.268,309.228,0.001752
wine glass,0.108,1.165,28.463,144.904,0.00175
broccoli,482.993,137.434,597.59,203.221,0.001731
pizza,322.863,205.307,517.709,465.76,0.0017
broccoli,57.458,136.713,159.873,206.772,0.001691
pizza,435.751,192.794,573.499,302.244,0.001675
broccoli,56.252,217.148,254.813,326.925,0.001645
broccoli,233.111,98.782,587.385,431.945,0.001644
pizza,336.88,280.841,445.958,474.456,0.001637
broccoli,77.825,58.35,235.856,177.24,0.001629
broccoli,75.461,103.25,141.004,160.212,0.001616
broccoli,512.311,197.698,564.274,237.478,0.001589
sandwich,335.438,284.938,395.678,470.859,0.001587
broccoli,128.685,34.392,496.99,194.507,0.001583
broccoli,517.061,126.008,618.125,181.562,0.001526
broccoli,147.612,182.429,613.158,480.0,0.001523
broccoli,134.848,144.983,253.573,272.298,0.00152
broccoli,322.863,205.307,517.709,465.76,0.001514
carrot,586.937,118.325,621.59,162.278,0.001513
broccoli,104.948,92.634,287.801,328.002,0.001509
broccoli,219.114,123.891,307.905,207.947,0.001481
broccoli,516.446,213.227,563.422,240.485,0.001474
pizza,19.813,233.095,228.105,375.396,0.001473
broccoli,157.026,97.339,237.593,147.759,0.001458
broccoli,44.699,234.859,221.187,292.469,0.001455
broccoli,444.658,260.671,578.551,422.262,0.001454
broccoli,27.402,212.125,208.469,336.819,0.001453
pizza,21.478,21.857,370.409,461.092,0.001442
broccoli,167.24,104.993,295.381,199.679,0.001442
pizza,233.111,98.782,587.385,431.945,0.001441
broccoli,260.33,39.132,358.858,133.926,0.001434
broccoli,96.57,155.173,221.682,267.2,0.001432
broccoli,134.532,53.45,255.487,172.856,0.00142
broccoli,86.425,101.917,129.892,147.177,0.001398
broccoli,207.376,49.853,260.333,92.183,0.001396
broccoli,144.72,286.873,301.458,442.865,0.001373
broccoli,11.233,47.397,554.678,310.12,0.001369
broccoli,440.369,91.38,467.29,111.392,0.00136
broccoli,29.131,188.23,124.307,267.642,0.001359
broccoli,203.722,51.806,267.493,117.758,0.001343
broccoli,81.6,247.867,225.885,375.96,0.001321
