person,230.51,335.3,377.99,614.5
person,430.78,203.68,520.0,297.58
tennis racket,296.89,432.81,402.37,473.63
chair,62.9,234.39,106.36,256.66
chair,108.71,232.0,154.29,257.44
chair,202.82,230.33,250.32,256.35
chair,245.16,307.81,301.72,336.09
chair,135.73,258.53,185.86,288.78
chair,88.79,256.37,139.25,282.18
chair,39.44,260.53,86.36,284.21
chair,13.52,235.62,61.26,258.06
chair,412.26,304.21,473.77,350.75
chair,325.82,279.27,377.35,300.88
chair,303.39,307.56,354.77,334.83
chair,233.06,228.6,299.52,306.01
chair,152.8,232.51,201.51,274.04
