car,467.82,216.93,495.57,231.08
car,522.69,223.4,547.04,235.4
car,436.9,217.83,460.22,226.45
car,586.36,231.31,613.51,245.62
train,47.87,185.72,531.3,305.38
car,497.01,223.95,520.57,235.09
car,601.86,216.64,618.58,222.06
truck,333.48,192.6,357.37,202.78
truck,362.36,197.28,386.67,204.35
car,617.67,237.43,640.0,250.23
car,479.15,220.0,503.08,232.65
car,387.49,200.79,403.5,205.08
car,366.69,196.95,386.39,204.76
car,348.79,198.22,368.14,203.33
car,499.88,219.18,519.06,225.39
car,460.42,217.18,479.22,228.78
