car,172.32,366.29,182.23,375.84
car,611.09,309.65,620.69,320.56
car,162.4,394.28,177.88,404.39
car,218.02,329.76,228.34,339.42
airplane,156.38,187.8,456.66,270.3
truck,87.57,359.97,109.41,384.82
traffic light,253.67,146.63,255.48,148.56
car,71.74,404.25,85.18,413.75
car,94.32,391.49,106.96,402.37
car,131.93,372.34,140.13,381.53
car,121.6,364.68,131.62,374.18
car,194.58,368.13,203.1,377.99
car,311.55,199.51,316.26,205.66
car,52.36,191.96,59.76,198.02
car,218.07,348.96,229.39,361.75
bus,416.87,203.87,440.29,214.2
truck,329.48,192.46,340.58,206.09
car,291.44,182.33,297.11,186.76
bus,452.83,385.58,466.25,405.43
truck,93.44,392.25,105.5,402.8
