umbrella,13.47,95.22,225.58,227.91
umbrella,142.01,116.77,295.54,206.01
umbrella,202.91,111.75,331.31,182.86
umbrella,280.63,131.3,348.44,172.89
umbrella,281.04,114.62,370.19,135.19
umbrella,375.26,134.42,425.01,159.14
umbrella,423.91,42.74,462.13,132.61
umbrella,0.0,96.66,159.53,357.45
umbrella,0.0,137.22,78.68,247.56
umbrella,130.5,117.07,254.28,220.7
umbrella,227.26,130.18,316.52,197.92
person,338.69,139.27,400.53,331.9
person,493.48,148.66,542.57,333.37
person,124.49,219.59,209.78,392.69
person,532.23,186.95,578.55,243.03
person,542.18,159.83,566.4,202.44
person,575.41,195.26,625.6,242.76
person,546.97,139.88,560.86,174.01
umbrella,325.78,130.7,409.78,170.57
handbag,93.06,388.46,152.83,421.7
chair,203.42,275.39,495.13,405.89
person,216.27,220.78,267.49,244.11
person,300.73,182.05,327.16,215.34
person,587.28,155.77,593.07,168.72
person,183.79,369.11,302.78,427.0
person,325.41,172.63,340.56,209.09
chair,208.08,249.08,292.95,295.49
chair,16.63,249.3,156.08,358.63
chair,3.33,401.49,104.25,421.45
chair,222.0,265.39,294.91,295.23
chair,-0.0,323.2,63.34,407.6
chair,222.21,245.04,282.52,264.58
chair,233.05,290.74,309.72,309.91
chair,211.05,223.8,274.27,248.9
person,623.03,162.55,630.55,188.55
umbrella,464.18,106.26,530.77,138.64
handbag,102.67,358.57,144.06,370.34
handbag,116.31,327.06,180.04,389.23
