person,27.7,69.83,392.61,427.0
spoon,415.57,349.85,430.88,373.4
microwave,507.6,312.81,639.06,422.2
fork,608.51,251.83,616.18,292.58
knife,445.73,329.05,463.06,363.72
knife,454.37,320.69,470.26,365.86
spoon,401.49,323.29,424.59,348.61
spoon,383.89,341.86,419.47,381.9
spoon,402.19,111.67,416.66,226.33
spoon,420.95,114.4,434.38,217.67
spoon,328.99,256.48,347.16,323.41
knife,461.6,335.52,477.88,368.8
knife,466.52,325.24,480.31,357.74
knife,469.28,335.38,484.6,368.57
clock,0.15,0.0,53.87,53.96
spoon,403.99,367.62,436.18,388.73
spoon,392.56,299.36,409.1,331.71
spoon,388.56,387.15,403.29,410.12
spoon,401.36,355.24,422.96,380.38
spoon,623.23,50.49,628.02,73.06
