tv,105.93,169.33,316.24,368.04
bottle,66.9,252.62,113.46,368.17
book,358.28,122.3,364.08,169.65
book,403.21,116.25,451.22,179.41
book,332.17,123.16,338.4,171.41
book,337.67,122.83,342.78,171.71
book,342.93,124.54,349.35,171.79
book,332.31,256.33,361.66,313.33
book,347.25,121.84,356.04,170.75
book,331.56,122.43,403.61,171.39
book,290.73,338.76,412.92,370.79
teddy bear,192.97,3.22,241.21,56.36
bowl,154.34,72.13,194.86,95.96
mouse,98.39,357.09,134.47,374.82
book,87.59,90.6,142.35,95.87
book,86.26,94.92,141.82,100.19
book,88.63,100.37,142.36,105.11
teddy bear,385.45,34.08,425.31,89.25
book,88.9,105.0,142.62,110.2
bottle,205.87,47.73,233.05,113.87
