airplane,3.26,4.35,640.0,325.2
person,222.66,189.73,291.65,375.81
person,149.14,209.99,197.51,375.14
person,452.46,195.78,492.7,355.66
person,356.16,211.39,403.5,345.21
person,317.69,211.33,357.89,343.98
person,296.02,206.37,329.47,349.03
person,185.31,212.23,229.41,348.02
person,454.74,130.38,497.81,224.84
person,267.72,118.01,335.11,194.39
person,278.49,214.25,309.24,350.12
handbag,180.36,277.73,198.13,305.96
handbag,189.92,265.6,208.17,291.89
tie,466.93,224.52,468.16,234.66
handbag,483.33,262.54,503.53,292.5
person,441.12,127.42,460.82,153.68
person,281.51,219.21,296.17,294.09
