bicycle,48.86,268.8,74.21,285.63
person,262.69,248.31,302.1,337.5
bicycle,18.59,271.12,43.78,286.69
person,82.87,256.14,120.54,321.79
person,251.65,253.24,263.91,279.54
sports ball,270.75,294.6,272.61,297.36
person,216.17,255.01,226.8,278.82
person,446.85,246.33,459.69,281.75
person,504.06,244.48,516.77,276.38
tennis racket,294.45,290.38,309.2,322.16
person,389.5,256.37,401.59,277.23
person,6.46,258.44,28.91,294.25
tennis racket,28.68,254.55,96.71,290.23
tennis racket,253.06,269.04,257.39,273.27
bicycle,628.66,266.12,639.15,275.68
